broadcast,id,user,content
1.4,70987,Amy Ridd @amy_ridd,Loved planet earth 2 tonight #planetearth2
1.4,71011,Kat Grover @kat_grover,Anyone else getting #relationshipgoals from a bloody albatross? #planetearth2
1.4,71022,Mrs M @Mzee_M,#PlanetEarth2 ???????????????? #SirDavidAttenborough ?????????? #Wow #Astounding #Amazing I cannot wait to see and learn more ?
1.4,71047,SparkleMcSnowflake?? @Anjaani07,#planetearth2 is amazing!
1.4,71058,Jill McAusland @jillbean212,Komodo dragons will forever fascinate me. Such incredible creatures! #planetearth2 #animalstudies ??
1.4,71069,Jennifer May West @MagicJenMay_,Can't WAIT to watch #planetearth2 on iPlayer - total inspiration for going my degree..stuck on #PrisonBreak right now....
1.4,71080,Madam Geneva @GinDrinkingLush,Aww look at the red crab doing a selfie now watch ants spit acid in its eyes and die a miserable painful death ?? #planetearth2
1.4,71091,Ally Barron @AllyBarronPT,Planet Earth was IMMENSE! Never watched it before but wont be missing it now #komodo #racingsnakes  #planetearth2
1.4,71102,?meli? C?mpbell @AmeliaaCampbell,Today/this evening has been too much - brb world off to bed to watch #planetearth2 ??
1.4,71113,David Steedman @MrDavidSteedman,"If the amount of grace they display falling off cliffs is anything to go by, @C_White_Writes and I are definitely penguins. #PlanetEarth2"
1.4,71124,Simon Perry @SPerryPeoplemag,Those iguanas being chased by snakes should have been on after the 9pm watershed. Scary ??#planetearth2
1.4,71135,Lee Williams @LeeW1875,Iguana out running a group of snakes or X Factor... I know which I'd rather watch! #planetearth2 #reality
1.4,71146,ella @EllaaHamlin,Never felt so on edge until watching a baby iguana fight off snakes #planetearth2
1.4,71169,Alex Thomson ?? @Thomson1811,Those racer snakes are going to give me nightmares tonight ?? #planetearth2
1.4,71180,Daniel Rattigan @DanRattigan96,How did the dinosaurs go extinct but sloths didn't? #planetearth2
1.4,71191,Grace ?? @spaceh0pper,"Can we all just take a moment to appreciate David Attenborough and the incredible, diverse planet we live on #planetearth2 ????"
1.4,71202,Neverland Girl @Joanie765,Now THIS is why I pay my telly licence #planetearth2
1.4,71227,Learn To Sea @MayaPlass,Those snakes are relentless  mo-fos #planetearth2
1.4,71238,Kat Steiner @Kastrel,Abby is totally fascinated by #planetearth2 penguins
1.4,71249,Dani Rayner @DaniRayner,Fabulous night live tweeting the first ep of #PlanetEarth2 for @BBCOne - honoured to be part of such an incredible project. ??
1.4,71260,Philippa Reece @glitterypips,#planetearth2. Breath taking. Makes me proud to be one of the guardians of our environment. #powertoyourelbow
1.4,71271,Lauren Jade @lollyjade20,never thought I'd be crying at a mother bird trying to incubate her broken egg ?? #heartbreaking #planetearth2
1.4,71282,David Reed @dtreed217,The racer snakes on #planetearth2 are truly fucking terrifying ?? #TeamIguana
1.4,71293,Suzie Lockey @SLockey,#planetearth2 is literally the best thing ever on TV
1.4,71304,Leah Smith @leahsmith204,#planetearth2 tonight though ????
1.4,71328,Colin Runcie @colin_runcie,Loving David Attenborough's  #planetearth2. Beautifully filmed.
1.4,71339,JamesRoy @JamesRoy,"BBCEarth: After a long day filming Komodo dragons, #PlanetEarth2 cameraman MacEwenMark came home to an unexpected … pic.twitter.com/2K7GPsmg9C"
1.4,71350,Priya @_priya02,Proper scenes #planetearth2
1.4,71361,Diego @lazysundaymovie,Lemurs are like little fucking ninjas man. #PlanetEarth2
1.4,71372,Eluw @Eluw2,#planetearth2 was brilliant #DavidAttenborough has still got it. ??
1.4,71383,Ainslie @AinslieEliza,That baby iguana though. Run little fella! #planetearth2
1.4,71420,danny allen @DALLEN_82,"I didn't give a shit about sea iguanas 5 mins ago, now I'm setting up a direct debit to have a bridge made over them snakes! #planetearth2"
1.4,71443,Mark Richards @mark_billy,Fuck me. Iguanas vs Racer snakes is the scariest thing I've seen all year! ?? #PlanetEarth2
1.4,71454,William Whiteside @W_Whiteside28,#planetearth2 was simply fantastic... did not disappoint!!
1.4,71465,Joe ???? @J1_CFC,Attenborough is king. #planetearth2
1.4,71476,Tom Munns @TomMunns1,#planetearth2 - superb piece of filmmaking. Only ep 1 and it kept me gripped from start to finish. Beautiful score from Hans Zimmer too! ????
1.4,71499,Bethan Harris @Bethanxx1,#PlanetEarth2 #Attenborough just makes you realise how beautiful but fragile our world is #priorities
1.4,71525,Leonie Parker @nonistar21,#planetearth2 still hate snakes!!!!
1.4,71536,kels @kelsbowers,Those iguanas running from racer snakes was so intense!! Go go go! ?? #planetearth2
1.4,71547,DAN GOLLOP PT @DANGOLLOP,Bit late on this one but as everyone else is #planetearth2
1.4,71558,Sophie Butlin @SophB6,Can there be some whales please? #bbc #planetearth2 #whalesftw
1.4,71569,Katie Newton @KatieCNewton,Note to self - run away from komodo dragons!! #planetearth2
1.4,71580,mikasa ackerman @_rxchell_,I e never been emotionally invested in an albatross getting his dick wet before #PlanetEarth2
1.4,71591,Julie Blommaert @Julie_B92,Look @BBC I would give you all my money if I could just download HD #planetearth2 as it airs in the UK. This shit is why piracy happens
1.4,71602,Imaginationgirlblog @_Imaginationgb,"There is more drama in this, then in a v.dramatic drama showing a lot of drama for dramatic affect!! #planetearth2"
1.4,71626,Lisa Thom @lisathom_,You think you have life problems? Are you literally being chased by hundreds of snakes? No? Then you're doing alright. #planetearth2
1.4,71637,austin @nakrof,Really want to get a super ultra HD smart TV just to watch #planetearth2
1.4,71648,Hannah Cassidy @hannah_cassidy,The snake scene on #planetearth2 was honestly how I imagine hell.
1.4,71671,Rax N17 @RaxscallionTHFC,"Really looked 4ward 2 #planetearth2, but it was just more stuff about animals. No plot development or continuing story arc from the 1st one."
1.4,71682,Shivani Joshi @shivanijoshix,Planet Earth is hands down one of the best things about this year #planetearth2
1.4,71693,T @_t4riq,Quite gutted that I missed this show today.  #planetearth2
1.4,71704,GETCARTER @BenC_7,#planetearth2 wow. New favourite TV #epic
1.4,71727,Anita Singh @anitathetweeter,SNAKES I am catching up on #planetearth2 and SNAKES I'm scared of SNAKES and OMFG SNAKES THIS IS THE WORST THING I HAVE EVER SEEN
1.4,71738,Colin Burton @clb2163,#planetearth2 is that good you can almost forgive the BBC for citizen khan and mrs brown's boys.
1.4,71749,Rachel Michell @rachel_michell,Sloths are surprisingly satisfying to watch on #planetearth2 maybe I'll add one to the Christmas list
1.4,71760,Mick Davis @MickDavis5,"In the words of Griff Rhys Jones on Not the nine o'clock news, "" I would willingly sell my house and move to Russia to fund  #planetearth2"
1.4,71771,RadLibitum @RadLibitum,"#planetearth2 .. reminding me why I still love the #BBC, even if we sometimes fall out over #Jezza"
1.4,71782,Chris Scott @cscottaus,"Yeah, so it turns out racer snake mobs were all my nightmares, I just didn't know it yet #planetearth2"
1.4,71793,George Allner @GeorgeAllner,Nothing says good parenting like regurgitating a fish into your child's mouth #penguins #planetearth2
1.4,71804,Brad Gray @BradGrayy,"Incredible, fucking incredible #planetearth2"
1.4,71815,Sandra Singh @welshbooky,God aren't we lucky to have #DavidAttenborough #planetearth2 is an absolute triumph ??
1.4,71826,argonaut @sibear71,planet earth is stunning..sloths..dragons and albatross's wonderful!!! #planetearth2
1.4,71837,Sarah @Sarah_Ryder_,About to watch #PlanetEarth2 and I'm so excited
1.4,71848,Kirsty @KnoodlesMcgee,Those Iguanas had me on the edge. AHHHH #planetearth2
1.4,71859,JoinWonderland @Joinwonderland,"After watching #planetearth2, now in bed watching @BeforeTheFlood_ ??"
1.4,71886,Above Bounds @AboveBounds,Our planet really is amazing! #DavidAttenborough #planetearth2
1.4,71897,Poppy Woods @poppy_woods,Genuinely think David Attenborough is the love of my life ???? #planetearth2
1.4,71920,Rachel Morrod @Rachel_Morrod,Oh the soaring highs and crushing lows of Attenborough (sod those snakes!) #planetearth2
1.4,71931,Gemmell™ @GingerPower_,"#planetearth2 was utterly astounding and amazingly interesting. Except the snakes, they can fuck off."
1.4,71942,Brendan Waters @blw76,"One of my favourite moments from the sensational #planetearth2 this eve was this wee guy and his ""hello mum!"""
1.4,71953,Gary Jones @boomerno6,"@BBCOne #planetearth2 is something else, incredible show ??"
1.4,71964,Chris ?? @chrisbrothwood,"Wow ... #planetearth2  again so many gobsmacking moments .. Scariest , those snakes , best bit , wanting to run like a lemur ..."
1.4,71975,Madam Geneva @GinDrinkingLush,Aww look at the newly hatched Marine Iguana now watch it run for its life as Racer snakes chase & squeeze the life out of it #planetearth2
1.4,71986,Rich Taylor @emmataylor12,#planetearth2 nice to see this fella back on telly again #fingerbobsonplanetearth2
1.4,71997,Alice Farrell @farrell_alice,Amidst the mayhem insanity thank you David Attenborough & @BBCOne for reminding us how mind blowingly special our world is #planetearth2 ??????
1.4,72008,Miss G @MissGtheTrainee,10mins in and already hooked #PlanetEarth2
1.4,72033,Everest Fernandez @EverestF,Team Snake scared the living shit out of me  #planetearth2
1.4,72044,DJ OBSIDIAN @TJ_OBSIDIAN,The way #planetearth2 is filmed and edited is actually unbelieveable. It must take so long to just get a couple of seconds for the final cut
1.4,72067,Lewis Lees @LewisRhys,Sunday chill vibes #planetearth2 #bbc instagram.com/p/BMe_eGzDuTJ/
1.4,72078,Libby Rhodes @libbyrhodes,"I had a bird for a little while, but I had to give it back to my sister. It's her tern. #planetearth2"
1.4,72089,Sean Fenton @SeanJFenton,How many snakes does it take to kill one newly hatched iguana? #planetearth2
1.4,72100,Steven @PrimalPalkia_,@SteelScizor hey I'm Watching #planetearth2 first episode is on English TV
1.4,72111,AndyA @andyallen1979,"I'm gonna have nightmares about those????tonight, I just know I am #planetearth2"
1.4,72122,Jess Hawthorn ?? @jesshawthorn,The level of stress watching that iguana run from those snakes on #planetearth2 fucking hell nature full of drama!
1.4,72133,Sheer Zed @SheerZed,@BBCEarth The 1st #PlanetEarth2 did my brain in #BabyIguanasAGoGo #ThankYou •
1.4,72157,Glenn Smith @Big_G1973,Planet Earth 2... Just wow. Great cinematography and editing. Sir David at his best. #planetearth2
1.4,72168,Ben Hewitt @ibenhewitt,Truly Amazing #planetearth2 ???????????????????????????????????????????????????????????????????????????????????????????????????????????????????? BBC at its best
1.4,72179,Sean Lucey @Seanluce85,How did that iguana escape the snakes ?? #planetearth2 What a show!!
1.4,72190,BUSCAPÉ ?? @iamElikem,How do I watch #planetearth2 ? Or do I have to wait for it to come out on DVD?
1.4,72201,Paul Scotson @scottymp,Never fails to amaze and entertain... But most importantly... Educate #planetearth2
1.4,72224,Dan Mac @DanMacArtist,"Planet Earth was something special, Those snakes were MAD though.. Was on the edge of my seat!! #planetearth2 #Unbelievable"
1.4,72235,Isa @akhi_isa,Mo Farah ain't got nothing on that Iguana who just escaped that snake #planetearth2
1.4,72271,David @DaveyBlahBlah,I'm watching #planetearth2 later and Snake Valley is perhaps the worst and most tense thing I have ever seen in my entire life!
1.4,72282,Ben @BenJones29,Planet Earth II was an absolute joy to watch tonight. #planetearth2
1.4,72319,Tara Hickman @TaraHmakeup,Anyone else do voices for each of the animals on #planetearth2 ? Just me ?
1.4,72330,Sam Coleman @SamColemanActor,Lonely as a Buller's albatross #planetearth2
1.4,72341,Jade @Jadey__O,Watching them snakes made my nerves bad ...the poor iguanas ?? #planetearth2
1.4,72352,Madeleine Ash @MadeleineAsh,#PlanetEarth2 is fantastic. It did nothing to change my view on snakes
1.4,72363,Holmz @holmz1980,Imagine just being born and immediate being attacked by a gang of fucking snakes. Not fair!! #planetearth2
1.4,72374,Kara Rennie @karajrennie,"Loved David Attenborough's #PlanetEarth2 - if you did too, I'd recommend @LeoDiCaprio's documentary #BeforetheFlood m.youtube.com/watch?v=90CkXV…"
1.4,72385,Louise @FramingLou,Absolutely loved the first episode of Planet Earth 2 ?? #planetearth2
1.4,72396,Adam Reilly @adsreilly,"Only the first episode, but already in awe at the amazing work of @Elizabeth0White & her team. #PlanetEarth2"
1.4,72407,Glen Williams @GlenWilliams12,"Just when you think penguins can't get any cooler, David #Attenborough chucks them on #planetearth2 as special guest stars. Yes. ??????????"
1.4,72418,James Cleave @James_Cyprus,Me watching the baby iguanas vs racer snakes on #planetearth2
1.4,72429,Rhys Jones @Rhysj91,"Don't think I was the only one on the edge of my seat shouting ""runnnn"" when the lizards were being chased by the snakes! #planetearth2"
1.4,72440,jessica emily ?? @jessicaemilyy,I'm emotionally drained after watching a bird die cause he was covered in damn seeds. #planetearth2 #why #socruel #naturesabitch
1.4,72451,Callum @BCTHEGRANDSLAM,I bet #planetearth2 looks the tits in 4k
1.4,72462,Russell Poulter @russpoulter,"#PlanetEarth2 was amazing. TV at its very, very bast. Anyone who moans about the licence fee can fuck the fuck off."
1.4,72473,Laura Hamlin @hammers3,@BBCOne #planetearth2 don't stop making gr8 programmes it brings my family 2gether! Problem is they ask many questions I just can't answer!
1.4,72496,Rachel @RachelGwynn,Those penguins!!! ?? #planetearth2
1.4,72507,Tony Kent @TonyKent_Writes,"Long drive back from #Cornwall. Moaning I was going to miss #planetearth2. Having seen the #snake comments, though!? Luck near-miss!!"
1.4,72518,Heather Browne @Hetttty,"#PlanetEarth2 music is incredible too, Hans Zimmer no less! I need that on repeat... ????"
1.4,72529,Paul Pringle @Bantha29,Just ridiculously spectacular TV from Attenborough and the team. Those racer snakes though! ?? #planetearth2
1.4,72540,David Steedman @MrDavidSteedman,Ants that squirt acid into the crabs eyes. What the crabs need is a Sigourney Weaver crab to give them a fighting chance. #PlanetEarth2
1.4,72551,Kirsty Fergusson @KirstyCFerg,Losing my shit over #planetearth2 ?? #betterthanwithmyowneyes #whyisthat ??????
1.4,72562,Jamie @_beardinho,Safe to say #planetearth2 was spectacular! Roll on next Sunday.
1.4,72573,?? Izaak Earl ?? @izaakearl,Just realised I completely missed #planetearth2 :'(
1.4,72584,Robert Giannotti @robertgiannotti,Really enjoyed #planetearth2 - absolutely spectacular scenes of all those penguins.
1.4,72595,LeftCoastCollective @LeftcoastC,Recognize this Icon? #pacificbeach repping Left Coast Collective. #leftcoastcollective #planetearth2
1.4,72606,Jonathan Drew @Jono1000000,That was wonderful  #planetearth2
1.4,72617,Airport Ryan ?? @VanillaBear88,It seems I've missed #planetearth2 judging by my twitter feed...
1.4,72628,Suzie Lockey @SLockey,I'm definitely going to be having nightmares about those snakes ?? tonight #planetearth2 where were they all coming from #neverending
1.4,72639,Lauren Waugh @_laurennkatee,Never been so passionate about an iguana in my life #planetearth2 #escapethesnake
1.4,72650,Stephen @stephen1983,"Fcking hell, planet earth 2 is an emotional rollcoaster #planetearth2"
1.4,72661,Ginny Sanderson @GinnySanderson,DAVID ATTENBOROUGH IS IN A HOT AIR BALLOON #planetearth2
1.4,72672,ramsey @lucyramsey09,#planetearth2 is the best thing that's ever happened i didn't even know dragons were real!!!
1.4,72683,David Trice @dltrice,50 million crabs!! ?????? that island needs a large dosage asap! #planetearth2 #easterisland
1.4,72694,Kevin Osborne photo @kosbornephoto,"Watching #PlanetEarth2, it bought back so many memories, this a #photograph I took when I spent sometime in the... fb.me/5hTxKFYEX"
1.4,72705,Jono Astle @JonoA1985,#planetearth2 simply amazin @BBCOne
1.4,72716,Genna Osler @gennawig,#planetearth2 is absolutely incredible ????
1.4,72727,Tanvi Shah @TanviShah01,I couldn't help but scream at the tv everytime those snakes kept going after the baby iguanas! Man I can't wait for rest of #planetearth2
1.4,72738,? 9 E 3 K ™? @9e3k,Guess I'll be preordering the 4K Blu-ray of #planetearth2 for my future 4K TV.
1.4,72749,Grace Duggan @caherkine,@ns_quin Any chance of showing  #planetearth2 series in class ?
1.4,72760,Bobbler @smartee86,Watching Planet Earth in standard definition is like taking a minus on the chase #planetearth2
1.4,72771,Jo Findlay @ducky_jo,I love penguins....and David Attenborough #planetearth2 #penguin
1.4,72799,Tracy H ?????? @OffshoreMeteor,#planetearth2 was absolutely incredible tonight - those guys visiting Zavodovski have got the best job in the world
1.4,72810,CHRIS COLLINS @owyeschris,#planetearth2 oh yes!!!!!!
1.4,72821,Will Gough @Goughy_7,"Attenborough: ""Here's a cute, small baby bird. . .Now watch it get killed by a fucking tree."" #planetearth2"
1.4,72832,Mike Freeman @freemanm23,Epic. #PlanetEarth2
1.4,72843,dmc @Sukymac21,Just watching #planetearth2 on catch up WOW!! It's so real it's unreal. Thank you @BBC & Sir David #DavidAttenborough
1.4,72854,brooklakes @brooklakesuk,There are some great companies to work for; all you need to do is find them. bit.ly/brlakes #XFactorResults #XFactor #planetearth2
1.4,72865,??? @tombry_,Hate seeing spoilers about #planetearth2 even though its literally about animals being animals
1.4,72876,Pithy Blinder @CharlieEsq_,TBH we need to  start getting worried that the snakes are getting organised #planetearth2
1.4,72887,Adam Street @adzstreet,"#PlanetEarth2 simply perfect TV. Swimming sloths, fighting dragons, snakes vs iguanas and suicide penguins ??????"
1.4,72898,Ashley Stewart @AshleyStewart87,#planetearth2 is THE best show on tv! ????????
1.4,72909,One Police UK @OnePoliceUK,Utterly utterly amazing #planetearth2 . Breathtaking scenery and nature narrated by the greatest of all time.
1.4,72920,Melly31 @WillMelrose,Whoooaaa planet earth 2 is the absolute bomb!! Sir D A yet again showing what a legend he is #planetearth2 #LoveASloth
1.4,72931,Peter Ward @peterwardgd,#planetearth2 bad title.
1.4,72942,Barry Goffett @GoffeyUK,Watching the Komodo dragons on #planetearth2 - looks like one of them was close to a hip throw #judo
1.4,72953,Rebecca @rebdut,Can predict I'm going to have a nightmare whereby I'm an iguana in a snake ambush tonight ?? #planetearth2
1.4,72964,KA?? @KirstyAtkinson_,Them snakes are amazing!! #planetearth2
1.4,73002,jade?? @jadeleighhill_,Omg them racer snakes ???? #PlanetEarth2
1.4,73013,Alec Thomas @Alec_Ken,"@BBCEarth just want to say thanks, you brought a family together and made us laugh, smile and cry. Sincerely thank you. #planetearth2"
1.4,73024,Philippa @Sketterss,Catching up on #planetearth2 now. Can I ask why we are putting national treasure David Attenborough in a dangerous hot air balloon please
1.4,73035,dh media @dhmedia_ie,Well #planetearth2 was spectacular. Attenborough   & @BBCEarth never disappoint.
1.4,73059,Andy Goddard @SoundOfAGoddard,HOLY SHIT SNAKES IN PACKS! #planetearth2
1.4,73070,Suzanne Blake @SuzanneNye,"Watching #planetearth2, may not sleep well #racersnakes #crabs #eyesclosed"
1.4,73081,Aishah @AishahMak,"LOVE Sir David Attenborough, absolutely wonderful and breathtaking #planetearth2"
1.4,73092,Max Simmance @MSimmance,"If you missed #planetearth2, don't worry, you can find it after all the Bonfire Night snapchat stories too"
1.4,73103,Rebecca Mae Selkirk @MissSelkirk,That snake vs iguana scene gave me heart and palpitations #planetearth2
1.4,73114,Vikram Shankar @vikramaxe,#planetearth2 is terrific ?????? @BBCOne
1.4,73154,jayne stigger @fossa99,"@bookish_teachr So do I, #planetearth2 and #DavidAttenborough are unbeatable."
1.4,73165,Danger Pony ?? @DaEtt,2016 is basically Racer Snakes at every turn. #planetearth2
1.4,73191,skinner @BitchAtTheDoor,#PlanetEarth2 is a rollercoaster of emotions
1.4,73202,Iain Brassington @IBrasso,That iguana-and-snakes footage has decided the content of my nightmares for the next few months.  #planetearth2
1.4,73213,Zara Ricketts @zarzipan,Those snakes are the most horrifying thing I have ever seen #planetearth2
1.4,73224,Katie Siddall @KatiieSiddall,Davids still got it #planetearth2
1.4,73235,Kim Lumm @Lummy1969,If you didn't watch #planetearth2 on @BBCOne with #DavidAttenborough then find it on catch up! Absolutely amazing viewing ??
1.4,73246,Phil Lock @lockphil,License fee worth every penny when BBC make TV like #planetearth2 amazing scenes. Those fuckin snakes ??
1.4,73257,Paul Rose @pauledwardrose,"If you were blown away by #PlanetEarth2's snake & Komodo dragon footage, follow @cjhallvets for everything about #reptile health and care."
1.4,73268,Josh Forwood @joshforwood,"You certainly weren't wrong,  @MikeGunton when you said #planetearth2 would put the audience up close and personal with the action! Amazing!"
1.4,73279,Jonny Casey @JonnyPCasey,#planetearth2 is INCREDIBLE. Some of the most original & beautiful cinematography I've ever seen
1.4,73314,Lil Miss Vintage @LilMissVintage1,"Bravo to the man, the legend, Sir David Attenborough & BBC for this wonder ??? #planetearth2 #DavidAttenborough"
1.4,73325,Adam Rees @AdamReesy,That penguins beach scene was both more traumatic than the beginning of Saving Private Ryan and more historically accurate #planetearth2
1.4,73336,Alan Radford @aradder33,Hope kids today know how lucky they are #planetearth2 is a far cry from terry nutkins and his gang in my day. Incredible show ??????????
1.4,73347,Gaby Jenner @GabyJenner,#planetearth2 was a-mazing
1.4,73358,Christopher Chapman @fringeplayer,"Planet Earth II is another BBC and David Attenborough triumph. The footage, narration and score by Hans Zimmer is spectacular. #planetearth2"
1.4,73369,Jonathan Siberry @jsiberryimages,"Planet Earth II was absolute top quality, bring on next week!! ?? #planetearth2"
1.4,73394,Kara Mukerjee @KaraTM,Baby iguanas v Racing snakes just took 10yrs off my life (let alone half the iguanas). GO GO GO GOO IGUANA! #PlanetEarth2 #stuffofnightmares
1.4,73421,Bríd Miller @bridmiller85,I missed #planetearth2 cause my bus was late :(
1.4,73432,Learn To Sea @MayaPlass,The music score is so emotionally charged it's enough to turn the tears or anxiety related palpations on in a flash... #planetearth2
1.4,73443,TrendMonitor App @TrendMonitorAPP,"""#planetearth2"" is now trending worldwide. via trendmonitorapp.com for iPhone"
1.4,73454,Seray Ibrahim @serayibrahim,Sloths get far too much bad press. Here's hoping @davidattenburro & @BBCEarth #planetearth2 do them justice. Great iguana moment btw.
1.4,73465,Stuart Forsyth @Stuart2You,Watching first episode of #planetearth2 Love sloths' wee faces!
1.4,73476,Louise @louisemmck,When you get more invested in an animals survival in #PlanetEarth2 than any character in your favourite shows ?? #cantcope
1.4,73487,Jack Bartley @JFBesquire,If only he had a cameo on #planetearth2
1.4,73498,Alberta Claw @albertonykus,"Another benefit of being in Britain: BBC iPlayer! Here I come, #planetearth2!"
1.4,73509,Lady Louise @Louise_Barnaby,I think a sloth is my spirit animal #planetearth2
1.4,73537,gazarsenal @gazarsenal76,"#planetearth2#Attenborough such a class act,nobody could do what he does better."
1.4,73580,Danny Jones @danny_jones12,I think I need to buy a 4K TV to appreciate #planetearth2 #stunning
1.4,73591,Ian ?? Ellard @IanKEllard,I'm sorry but these marine iguanas are 1??0??0??% Warhammer. #planetearth2
1.4,73602,Delete me @babahahsjslKabs,David Attenborough could teach a blind man to see #planetearth2
1.4,73613,Viktoria @ViktoriaDeRoy,"That was magnificent. David Attenborough is the best, closely followed by every single person that works to make Planet Earth.#planetearth2"
1.4,73624,illgetthereintheend @coastalspc,#planetearth2 #Attenborough are his brilliantest! But hated the racing snakes
1.4,73635,Amelia Gershuny @amelialeigh8,Time for #PlanetEarth2 #cantwait #bestTVever
1.4,73662,moshpitmolly?? @_moshpitmolly_,"Got so stressed watching those young iguanas. Run, run, run!! Those snakes will give me nightmares. #planetearth2 #DavidAttenborough"
1.4,73673,Mat Lloyd @MatLloydPoet,Wow no movie all year has had me on the edge of my seat like the new born marine iguanas escaping from the snakes!!! @BBC #planetearth2
1.4,73684,elliemay @elliemayx,#PlanetEarth2 was amazing ??
1.4,73709,Ben Pearce @benpearce,"I wrote to Sir David Attenborough when I was 10 along with a pic of an Orca eating a seal.  27 yrs on, I'm still in total awe #planetearth2"
1.4,73720,Anita Paterson @anitajpaterson,Enjoyed #planetearth2 ... didn't know sloths could swim & how much I cared about the matches of baby iguanas v snakes & penguins v sea!!
1.4,73731,Simmo @ChockSup1,#planetearth2 truly amazing! However that island must have stunk #penguinpoo #sulphur
1.4,73742,David Chalk @djchalk,"#planetearth2 exceeded expectations, but the racer snakes are making me reconsider the dream of visiting Galapagos. Stuff of nightmares."
1.4,73753,Steven Mccormick @7Stevemcc,"And I say that having only watched the second half cause,  ye know,  I fucking love Penguins #planetearth2"
1.4,73764,Dr sarah henshall @sarahhenshall,"Mind blowing, jaw dropping amazing wildlife- filmed beautifully & narrated perfectly ?? absolutely loved #PlanetEarth2  #DavidAttenborough ????"
1.4,73775,George Lancaster @LancasterGeorge,Can't get over just how amazing #planetearth2 is. And we're only one episode in
1.4,73786,Josh Worrall @iouka32,Sea Iguna vs Racer Snake is genuinely terrifying on #PlanetEarth2!!
1.4,73797,Isa @akhi_isa,That Iguana... I love snakes but that was a freaky thing to watch #PlanetEarth2
1.4,73808,Taz Chisango @MrTazofficial,Planet Earth II. Go on then David Attenborough. #planetearth2
1.4,73819,the longest yeah boi @me_next__time,Pour one out for the iguanas we lost #planetearth2
1.4,73830,Ollie Collins @oliverc789,"First episode of #planetearth2 was amazing! Gotta love those penguins and David Attenborough! 10 years in the making, definitely worth it! ??"
1.4,73841,Mansi @mansighing,"Would happily pay ££££ to sustain this beautiful, inspired artwork. Reminds us what we have the responsibility to protect #planetearth2"
1.4,73852,Emma Smith @Emmma__s,actually had a sweat on for the marine iguana babies though #PlanetEarth2
1.4,73863,Zachary Mitchell @CallHimTheCrazy,Can we agree that #PlanetEarth2 already promises to be some of the best telly ever okay cheers glad we're on the same page
1.4,73874,ellieee? ? @ellieelbee,i am absolutely dying at the swimming sloth on #planetearth2
1.4,73885,Keith Mahon @keith_mcscarf,Shit those marine iguanas have a tough start to life ????#Run #planetearth2
1.4,73896,Atom Consultants @AtomConsultants,#planetearth2 never watch TV but following #bbcradio1 show on Sat on dating tips from animal kingdo love the show#davidattenborough you rock
1.4,73907,samantha homer @chavvysam,Penguins are awesome #planetearth2
1.4,73918,Daniel J Brady @danjbrady,Give Andy Serkis all the Oscars #planetearth2
1.4,73929,Keona May Smith @keonablue,Cannot express my joy of having #planetearth2 back on my TV screen
1.4,73940,Victoria ?? @MissQueenVee,"Sunday night spent shouting ""Bloody hell lad, run off !"" At an iguana nearly getting eaten by a snake #planetearth2"
1.4,73951,VictoriaMacmillanBel @vmacb,"@BBCEarth Best docu/team on the planet. #planetearth2. Raised the bar yet again.Thank you DA, @Elizabeth0White @MacEwenMark @MaxHugWilliams"
1.4,73962,Jessica @unknowabled,#planetearth2 preperation for 9/11 m.youtube.com/watch?v=1ThnzM…
1.4,73973,Odette @Oddetteaf,Hate the #planetearth2 hashtag so much. GET a shower hippies
1.4,73984,Jill @JillMacInnes17,"Loved #planetearth2 but dam you #racersnakes, go the #marineiguanas"
1.4,73995,Mike Harper @mikeharper23,I want a baby sloth #planetearth2
1.4,74006,?? @Beanscfc,#planetearth2 time ??
1.4,74017,Jon Efiong @JonJEfiong,How sick would it be to film Planet Earth though???????? #planetearth2
1.4,74028,Feena Mcloughlin @Feenamc93,Amazing! Simply incredible stuff. #planetearth2
1.4,74039,Mark Delaney @MarkSparkyD,Simply breathtaking first episode of #planetearth2. Brilliant
1.4,74050,MrMeechan @hughgmeechan,#planetearth2 I know the snakes are vicious little Begbies but it's just what they are
1.4,74061,Some Melodious Plot @LostCertainties,That racing snake chasing iguanas scene was like some awful nightmare. #PlanetEarth2
1.4,74072,Bronagh @BeebsyMcA,Did you ever see anything as terrifying as those snakes? Sweet heart of Jesus. #planetearth2
1.4,74083,Nyrenee Bailey @NyreneeBailey94,#PlanetEarth2 is a rollercoaster of emotions. It fools you into a false sense of security with the chill sloth in the first few minutes.
1.4,74094,Sandy @sandy_krupkova,Who would have thought that snakes chasing lizards would be this intense! #planetearth2
1.4,74105,soph @nos0ph,#planetearth2 is so intense oh my days
1.4,74116,Kevin Gallagher @Kevin_G_87,SNAKE!!!!!!! #planetearth2
1.4,74127,MissPractical @miss_practical,Not a good move watching #planetearth2 when you are exhausted and feeling emotional fragile #poorpenguins ??????
1.4,74138,Greg O'Leary @GregoryOLeary,The Komodo dragons don't fuck about. #planetearth2 #MadTing
1.4,74149,Simon Breeze @inflightecology,"The exuberance, tradegy, joy and beauty of nature. We are truly blessed to share our planet with such a diversity of wildlife #planetearth2"
1.4,74160,?? Kev IN Kerr ?? @officialkappa99,I really hope David Attenborough lives forever #planetearth2
1.4,74171,Madam Geneva @GinDrinkingLush,Aww look at the beautiful baby bird....now watch it die a slow lingering death as it starves to death looking at the skies ?? #planetearth2
